"edge_class","mean_delta","mean_abs","n","replicate","scenario","generation"
"all",-0.00764772100227684,0.0289635159787217,96,16,"Isotropic",2504
"interior",0.0119600979237629,0.0427640643964588,87,17,"Isotropic",2504
"all",0.0119600979237629,0.0427640643964588,87,17,"Isotropic",2504
"interior",0.000661279615518485,0.0362413061090181,80,18,"Isotropic",2504
"all",0.000661279615518485,0.0362413061090181,80,18,"Isotropic",2504
"interior",-0.0107920767787552,0.040588806019622,96,19,"Isotropic",2504
"all",-0.0107920767787552,0.040588806019622,96,19,"Isotropic",2504
"interior",-0.00816796042837155,0.0287868142918272,103,20,"Isotropic",2504
"all",-0.00816796042837155,0.0287868142918272,103,20,"Isotropic",2504
"interior",-0.00121733729838436,0.0322608869936655,88,21,"Isotropic",2504
"all",-0.00121733729838436,0.0322608869936655,88,21,"Isotropic",2504
"interior",-0.00791221077568489,0.0284357356848545,100,22,"Isotropic",2504
"all",-0.00791221077568489,0.0284357356848545,100,22,"Isotropic",2504
"interior",-0.00315354641909079,0.0340462202323986,95,23,"Isotropic",2504
"all",-0.00315354641909079,0.0340462202323986,95,23,"Isotropic",2504
"interior",0.0090097997895302,0.0542203942131899,70,24,"Isotropic",2504
"all",0.0090097997895302,0.0542203942131899,70,24,"Isotropic",2504
"interior",0.00278981425988154,0.0330692914486852,103,25,"Isotropic",2504
"all",0.00278981425988154,0.0330692914486852,103,25,"Isotropic",2504
"interior",0.000181322003421964,0.0337084995485553,99,26,"Isotropic",2504
"all",0.000181322003421964,0.0337084995485553,99,26,"Isotropic",2504
"interior",-0.000275324592401232,0.035609402273678,87,27,"Isotropic",2504
"all",-0.000275324592401232,0.035609402273678,87,27,"Isotropic",2504
"interior",-0.00261328783871993,0.0284324715214688,95,28,"Isotropic",2504
"all",-0.00261328783871993,0.0284324715214688,95,28,"Isotropic",2504
"interior",0.00163898500428656,0.0205865904384522,121,29,"Isotropic",2504
"all",0.00163898500428656,0.0205865904384522,121,29,"Isotropic",2504
"interior",0.00218709700102196,0.0388414672220097,98,30,"Isotropic",2504
"all",0.00218709700102196,0.0388414672220097,98,30,"Isotropic",2504
"interior",0.00435662876498042,0.0399854670059523,98,31,"Isotropic",2504
"all",0.00435662876498042,0.0399854670059523,98,31,"Isotropic",2504
"interior",0.00213221381720541,0.0320549177765808,104,32,"Isotropic",2504
"all",0.00213221381720541,0.0320549177765808,104,32,"Isotropic",2504
"interior",-0.0107406726202998,0.0309324376508621,105,33,"Isotropic",2504
"all",-0.0107406726202998,0.0309324376508621,105,33,"Isotropic",2504
"interior",0.00438848590794438,0.0280290907117544,95,34,"Isotropic",2504
"all",0.00438848590794438,0.0280290907117544,95,34,"Isotropic",2504
"interior",0.00172734902020216,0.030589584112794,88,35,"Isotropic",2504
"all",0.00172734902020216,0.030589584112794,88,35,"Isotropic",2504
"interior",0.0121145607004974,0.0505024471563743,83,36,"Isotropic",2504
"all",0.0121145607004974,0.0505024471563743,83,36,"Isotropic",2504
"interior",-0.00144396589444182,0.0316778904154147,96,37,"Isotropic",2504
"all",-0.00144396589444182,0.0316778904154147,96,37,"Isotropic",2504
"interior",0.00595681412316757,0.0438003353659149,82,38,"Isotropic",2504
"all",0.00595681412316757,0.0438003353659149,82,38,"Isotropic",2504
"interior",0.00219630015110254,0.0425186339092436,82,39,"Isotropic",2504
"all",0.00219630015110254,0.0425186339092436,82,39,"Isotropic",2504
"interior",0.00258785036726901,0.0388565926447346,91,40,"Isotropic",2504
"all",0.00258785036726901,0.0388565926447346,91,40,"Isotropic",2504
"interior",0.00708829729230455,0.0235865007512035,99,41,"Isotropic",2504
"all",0.00708829729230455,0.0235865007512035,99,41,"Isotropic",2504
"interior",-0.000153372197547081,0.0323188032699841,107,42,"Isotropic",2504
"all",-0.000153372197547081,0.0323188032699841,107,42,"Isotropic",2504
"interior",0.000815996017244622,0.0397326276588542,83,43,"Isotropic",2504
"all",0.000815996017244622,0.0397326276588542,83,43,"Isotropic",2504
"interior",-0.00479137209483998,0.0291194516433285,96,44,"Isotropic",2504
"all",-0.00479137209483998,0.0291194516433285,96,44,"Isotropic",2504
"interior",-0.00365368549339733,0.0390775704941253,105,45,"Isotropic",2504
"all",-0.00365368549339733,0.0390775704941253,105,45,"Isotropic",2504
"interior",0.000280308914377082,0.0416670238742651,85,46,"Isotropic",2504
"all",0.000280308914377082,0.0416670238742651,85,46,"Isotropic",2504
"interior",0.00744129260149814,0.0274125952074017,117,47,"Isotropic",2504
"all",0.00744129260149814,0.0274125952074017,117,47,"Isotropic",2504
"interior",-0.00266371882676976,0.0349600656178117,110,48,"Isotropic",2504
"all",-0.00266371882676976,0.0349600656178117,110,48,"Isotropic",2504
"interior",0.00709239539649202,0.0254176989287126,100,49,"Isotropic",2504
"all",0.00709239539649202,0.0254176989287126,100,49,"Isotropic",2504
"interior",0.00237490252079897,0.0401245026785269,88,50,"Isotropic",2504
"all",0.00237490252079897,0.0401245026785269,88,50,"Isotropic",2504
"interior",-0.0250204469791243,0.0546673464456479,69,1,"Flux-conserved",2504
"leaf-incident",-0.436246350533022,0.436246350533022,1,1,"Flux-conserved",2504
"all",-0.03089510274418,0.0601184750754675,70,1,"Flux-conserved",2504
"interior",0.0153875399723391,0.058085196449565,79,2,"Flux-conserved",2504
"leaf-incident",0.5,0.5,1,2,"Flux-conserved",2504
"all",0.0214451957226849,0.0636091314939454,80,2,"Flux-conserved",2504
"interior",-0.0290931574470438,0.049413320189505,74,3,"Flux-conserved",2504
"leaf-incident",0.513925409250975,0.513925409250975,2,3,"Flux-conserved",2504
"all",-0.0148031951655169,0.0616373225332279,76,3,"Flux-conserved",2504
"interior",-0.0302271827024834,0.0581943481947797,81,4,"Flux-conserved",2504
"all",-0.0302271827024834,0.0581943481947797,81,4,"Flux-conserved",2504
"interior",-0.0382318289092252,0.0527170841007713,65,5,"Flux-conserved",2504
"all",-0.0382318289092252,0.0527170841007713,65,5,"Flux-conserved",2504
"interior",-0.0201939535439988,0.0515868131389159,73,6,"Flux-conserved",2504
"leaf-incident",0.207791388048232,0.207791388048232,1,6,"Flux-conserved",2504
"all",-0.0171130705495092,0.0536976857728256,74,6,"Flux-conserved",2504
"interior",-0.0134357356906011,0.0508351752701,81,7,"Flux-conserved",2504
"all",-0.0134357356906011,0.0508351752701,81,7,"Flux-conserved",2504
"interior",-0.0134563244196304,0.0703755561546069,62,8,"Flux-conserved",2504
"all",-0.0134563244196304,0.0703755561546069,62,8,"Flux-conserved",2504
"interior",-0.022984882755871,0.0446858175647145,91,9,"Flux-conserved",2504
"leaf-incident",0.411131661557517,0.411131661557517,1,9,"Flux-conserved",2504
"all",-0.0182662246655081,0.0486689245646363,92,9,"Flux-conserved",2504
"interior",0.0094867351736836,0.0771809448173447,105,10,"Flux-conserved",2504
"all",0.0094867351736836,0.0771809448173447,105,10,"Flux-conserved",2504
"interior",-0.0271405341995237,0.0534225831753827,78,11,"Flux-conserved",2504
"all",-0.0271405341995237,0.0534225831753827,78,11,"Flux-conserved",2504
"interior",0.0120493385944599,0.0936515445946516,77,12,"Flux-conserved",2504
"all",0.0120493385944599,0.0936515445946516,77,12,"Flux-conserved",2504
"interior",-0.0467442499627893,0.080051640574241,57,13,"Flux-conserved",2504
"leaf-incident",0.174285321178585,0.174285321178585,1,13,"Flux-conserved",2504
"all",-0.042933395287938,0.0816763592053504,58,13,"Flux-conserved",2504
"interior",-0.029394250551424,0.056274449850354,64,14,"Flux-conserved",2504
"all",-0.029394250551424,0.056274449850354,64,14,"Flux-conserved",2504
"interior",-0.0238355350448928,0.0390479693035935,113,15,"Flux-conserved",2504
"all",-0.0238355350448928,0.0390479693035935,113,15,"Flux-conserved",2504
"interior",-0.0314463936816721,0.0474489399418099,92,16,"Flux-conserved",2504
"all",-0.0314463936816721,0.0474489399418099,92,16,"Flux-conserved",2504
"interior",-0.0176390585430624,0.0478427285762192,86,17,"Flux-conserved",2504
"all",-0.0176390585430624,0.0478427285762192,86,17,"Flux-conserved",2504
"interior",0.0222095154245663,0.107834028719148,75,18,"Flux-conserved",2504
"all",0.0222095154245663,0.107834028719148,75,18,"Flux-conserved",2504
"interior",-0.0198388750156653,0.050075798041776,82,19,"Flux-conserved",2504
"all",-0.0198388750156653,0.050075798041776,82,19,"Flux-conserved",2504
"interior",-0.0240463241226587,0.0503439449411206,72,20,"Flux-conserved",2504
"all",-0.0240463241226587,0.0503439449411206,72,20,"Flux-conserved",2504
"interior",0.0474836209804487,0.143113097862896,64,21,"Flux-conserved",2504
"all",0.0474836209804487,0.143113097862896,64,21,"Flux-conserved",2504
"interior",-0.01928642902217,0.0696613485825105,71,22,"Flux-conserved",2504
"all",-0.01928642902217,0.0696613485825105,71,22,"Flux-conserved",2504
"interior",-0.0288059249164534,0.060408793014675,77,23,"Flux-conserved",2504
"all",-0.0288059249164534,0.060408793014675,77,23,"Flux-conserved",2504
"interior",-0.0255711096781214,0.0443467302159132,85,24,"Flux-conserved",2504
"all",-0.0255711096781214,0.0443467302159132,85,24,"Flux-conserved",2504
"interior",-0.00930182750450689,0.0664079316524694,63,25,"Flux-conserved",2504
"all",-0.00930182750450689,0.0664079316524694,63,25,"Flux-conserved",2504
"interior",-0.0152813905141818,0.0421204944287771,89,26,"Flux-conserved",2504
"all",-0.0152813905141818,0.0421204944287771,89,26,"Flux-conserved",2504
"interior",-0.0413830738309953,0.0686336483498076,71,27,"Flux-conserved",2504
"all",-0.0413830738309953,0.0686336483498076,71,27,"Flux-conserved",2504
"interior",-0.0226357953695304,0.0558834450350192,79,28,"Flux-conserved",2504
"all",-0.0226357953695304,0.0558834450350192,79,28,"Flux-conserved",2504
"interior",-0.0274856920277541,0.050671388521619,99,29,"Flux-conserved",2504
"all",-0.0274856920277541,0.050671388521619,99,29,"Flux-conserved",2504
"interior",-0.0360349114640708,0.0513654924613794,88,30,"Flux-conserved",2504
"all",-0.0360349114640708,0.0513654924613794,88,30,"Flux-conserved",2504
"interior",-0.0105829513146967,0.0458685132095902,92,31,"Flux-conserved",2504
"all",-0.0105829513146967,0.0458685132095902,92,31,"Flux-conserved",2504
"interior",-0.037009996882144,0.0616290029174766,82,32,"Flux-conserved",2504
"all",-0.037009996882144,0.0616290029174766,82,32,"Flux-conserved",2504
"interior",-0.0222579642180322,0.0599791387810669,89,33,"Flux-conserved",2504
"all",-0.0222579642180322,0.0599791387810669,89,33,"Flux-conserved",2504
"interior",-0.0394532584277142,0.0628884771606681,59,34,"Flux-conserved",2504
"leaf-incident",0.770253251882013,0.770253251882013,4,34,"Flux-conserved",2504
"all",0.0119566787348081,0.107800526349325,63,34,"Flux-conserved",2504
"interior",-0.0208426300532267,0.0437070533278808,84,35,"Flux-conserved",2504
"all",-0.0208426300532267,0.0437070533278808,84,35,"Flux-conserved",2504
"interior",-0.0270002053358578,0.0459896094173163,70,36,"Flux-conserved",2504
"all",-0.0270002053358578,0.0459896094173163,70,36,"Flux-conserved",2504
"interior",-0.0113243201412681,0.0471798716048321,84,37,"Flux-conserved",2504
"all",-0.0113243201412681,0.0471798716048321,84,37,"Flux-conserved",2504
"interior",-0.0260324334190653,0.0431262446858033,95,38,"Flux-conserved",2504
"all",-0.0260324334190653,0.0431262446858033,95,38,"Flux-conserved",2504
"interior",-0.00676978303393629,0.0489519392189866,83,39,"Flux-conserved",2504
"all",-0.00676978303393629,0.0489519392189866,83,39,"Flux-conserved",2504
"interior",-0.0181721095093723,0.0540080085792874,83,40,"Flux-conserved",2504
"all",-0.0181721095093723,0.0540080085792874,83,40,"Flux-conserved",2504
"interior",-0.0147668312277287,0.0498574058752272,96,41,"Flux-conserved",2504
"all",-0.0147668312277287,0.0498574058752272,96,41,"Flux-conserved",2504
"interior",-0.0306901311187318,0.0660198301167119,61,42,"Flux-conserved",2504
"leaf-incident",0.268941421369995,0.268941421369995,1,42,"Flux-conserved",2504
"all",-0.0258573641431071,0.0692927590078939,62,42,"Flux-conserved",2504
"interior",-0.00949998281595949,0.037080084608238,89,43,"Flux-conserved",2504
"all",-0.00949998281595949,0.037080084608238,89,43,"Flux-conserved",2504
"interior",-0.00372474775356936,0.0919859928635882,69,44,"Flux-conserved",2504
"all",-0.00372474775356936,0.0919859928635882,69,44,"Flux-conserved",2504
"interior",-0.0280695650556667,0.0575568744887809,76,45,"Flux-conserved",2504
"leaf-incident",-0.268941421369996,0.268941421369996,1,45,"Flux-conserved",2504
"all",-0.0311977709818268,0.0603021283443811,77,45,"Flux-conserved",2504
"interior",-0.0296160805680807,0.0444746475771815,96,46,"Flux-conserved",2504
"all",-0.0296160805680807,0.0444746475771815,96,46,"Flux-conserved",2504
"interior",-0.0106516373055908,0.0367466781894427,105,47,"Flux-conserved",2504
"all",-0.0106516373055908,0.0367466781894427,105,47,"Flux-conserved",2504
"interior",-0.0168923735207251,0.0450668470245049,90,48,"Flux-conserved",2504
"all",-0.0168923735207251,0.0450668470245049,90,48,"Flux-conserved",2504
"interior",-0.00806563279247913,0.0665182290682586,68,49,"Flux-conserved",2504
"all",-0.00806563279247913,0.0665182290682586,68,49,"Flux-conserved",2504
"interior",-0.016234097627778,0.0403532556637916,104,50,"Flux-conserved",2504
"all",-0.016234097627778,0.0403532556637916,104,50,"Flux-conserved",2504
"interior",-0.0115315887835479,0.0460751993153039,85,1,"Rate-conserved",2504
"all",-0.0115315887835479,0.0460751993153039,85,1,"Rate-conserved",2504
"interior",0.00249379996142913,0.029993399284962,95,2,"Rate-conserved",2504
"all",0.00249379996142913,0.029993399284962,95,2,"Rate-conserved",2504
"interior",-0.0189306664961312,0.043838338585892,101,3,"Rate-conserved",2504
"all",-0.0189306664961312,0.043838338585892,101,3,"Rate-conserved",2504
"interior",-0.0143005864649244,0.0281248043855465,104,4,"Rate-conserved",2504
"all",-0.0143005864649244,0.0281248043855465,104,4,"Rate-conserved",2504
"interior",-0.0238743475671863,0.0397126352676368,83,5,"Rate-conserved",2504
"all",-0.0238743475671863,0.0397126352676368,83,5,"Rate-conserved",2504
"interior",-0.00801377641221332,0.0464414804000506,105,6,"Rate-conserved",2504
"all",-0.00801377641221332,0.0464414804000506,105,6,"Rate-conserved",2504
"interior",-0.0208137989973871,0.0361271792129998,91,7,"Rate-conserved",2504
"all",-0.0208137989973871,0.0361271792129998,91,7,"Rate-conserved",2504
"interior",-0.000195606847448154,0.0423383446160283,80,8,"Rate-conserved",2504
"all",-0.000195606847448154,0.0423383446160283,80,8,"Rate-conserved",2504
"interior",-0.0162880754371664,0.0378517988805424,98,9,"Rate-conserved",2504
"all",-0.0162880754371664,0.0378517988805424,98,9,"Rate-conserved",2504
"interior",0.00129023695722578,0.0529936248014003,94,10,"Rate-conserved",2504
"all",0.00129023695722578,0.0529936248014003,94,10,"Rate-conserved",2504
"interior",-0.0138143157035512,0.0516249544391212,71,11,"Rate-conserved",2504
"all",-0.0138143157035512,0.0516249544391212,71,11,"Rate-conserved",2504
"interior",-0.0163391113113718,0.0430660692283366,80,12,"Rate-conserved",2504
"all",-0.0163391113113718,0.0430660692283366,80,12,"Rate-conserved",2504
"interior",-0.0205591646299653,0.0468222480697539,78,13,"Rate-conserved",2504
"all",-0.0205591646299653,0.0468222480697539,78,13,"Rate-conserved",2504
"interior",-0.0162209286213515,0.0332707011736299,114,14,"Rate-conserved",2504
"all",-0.0162209286213515,0.0332707011736299,114,14,"Rate-conserved",2504
"interior",-0.00907598248310938,0.0443794715075945,86,15,"Rate-conserved",2504
"all",-0.00907598248310938,0.0443794715075945,86,15,"Rate-conserved",2504
"interior",-0.0154691780576491,0.0328157011584871,104,16,"Rate-conserved",2504
"all",-0.0154691780576491,0.0328157011584871,104,16,"Rate-conserved",2504
"interior",-0.00232778367002476,0.0287108180321164,111,17,"Rate-conserved",2504
"all",-0.00232778367002476,0.0287108180321164,111,17,"Rate-conserved",2504
"interior",-0.0247067759530298,0.0583037733325005,63,18,"Rate-conserved",2504
"leaf-incident",0.842904531114547,0.842904531114547,1,18,"Rate-conserved",2504
"all",-0.011150349280099,0.070563160172845,64,18,"Rate-conserved",2504
"interior",-0.00886875413924138,0.0359987947011177,101,19,"Rate-conserved",2504
"all",-0.00886875413924138,0.0359987947011177,101,19,"Rate-conserved",2504
"interior",-0.0180412189665761,0.0317345651211046,100,20,"Rate-conserved",2504
"all",-0.0180412189665761,0.0317345651211046,100,20,"Rate-conserved",2504
"interior",-0.0210222178235481,0.0452303582613873,79,21,"Rate-conserved",2504
"all",-0.0210222178235481,0.0452303582613873,79,21,"Rate-conserved",2504
"interior",-0.0152165210325847,0.0353202019564883,99,22,"Rate-conserved",2504
"all",-0.0152165210325847,0.0353202019564883,99,22,"Rate-conserved",2504
"interior",-0.00319808404198892,0.0343580033347785,95,23,"Rate-conserved",2504
"all",-0.00319808404198892,0.0343580033347785,95,23,"Rate-conserved",2504
"interior",-0.00548362988115956,0.0429262350059659,76,24,"Rate-conserved",2504
"all",-0.00548362988115956,0.0429262350059659,76,24,"Rate-conserved",2504
"interior",-0.00971185010498855,0.0349313817956964,101,25,"Rate-conserved",2504
"all",-0.00971185010498855,0.0349313817956964,101,25,"Rate-conserved",2504
"interior",-0.00261607518335516,0.0414072345237781,86,26,"Rate-conserved",2504
"all",-0.00261607518335516,0.0414072345237781,86,26,"Rate-conserved",2504
"interior",-0.0094583830051289,0.0372886730118407,80,27,"Rate-conserved",2504
"all",-0.0094583830051289,0.0372886730118407,80,27,"Rate-conserved",2504
"interior",-0.0127677442389433,0.0416941428743282,88,28,"Rate-conserved",2504
"all",-0.0127677442389433,0.0416941428743282,88,28,"Rate-conserved",2504
"interior",-0.0104900711080683,0.0367110159699518,98,29,"Rate-conserved",2504
