"cond","replicate","alternative","sign_concord","rho_signed","rho_abs","dbar_pres"
3,21,"perplexity",0.733333333333333,0.337268847795164,0.330953058321479,1
3,22,"global",0.780487804878049,0.764042620345882,0.66371719942099,1
3,22,"scale x0.5",0.780487804878049,0.563718287785288,0.382200890281995,1
3,22,"scale x2",0.780487804878049,0.724796203785331,0.618484779225302,1
3,22,"perplexity",0.719512195121951,0.282811462652779,0.48955714456743,1
3,23,"global",0.841463414634146,0.665088538435585,0.414895353772815,1
3,23,"scale x0.5",0.731707317073171,0.464220023726342,0.283986896093861,1
3,23,"scale x2",0.817073170731707,0.776820017196156,0.574906672761507,1
3,23,"perplexity",0.695121951219512,0.297765588097648,0.103057215311109,1
3,24,"global",0.875,0.655444080005145,0.55968229468133,1
3,24,"scale x0.5",0.763888888888889,0.393015628014663,0.197118785774005,1
3,24,"scale x2",0.833333333333333,0.742459322142903,0.682487619782623,1
3,24,"perplexity",0.694444444444444,0.0693613737217828,0.395427358672583,1
3,25,"global",0.861538461538462,0.801914419336509,0.617859172166616,0
3,25,"scale x0.5",0.707692307692308,0.447965383102408,0.39652082695922,1
3,25,"scale x2",0.8,0.778443113772455,0.570698020018357,0
3,25,"perplexity",0.692307692307692,0.267800166091175,0.420210673543424,0
3,26,"global",0.810126582278481,0.752141549725442,0.478779743746187,1
3,26,"scale x0.5",0.835443037974684,0.885613178767541,0.722342892007321,1
3,26,"scale x2",0.936708860759494,0.949115314215985,0.749432580841977,1
3,26,"perplexity",0.886075949367089,0.837364246491763,0.631092129347163,1
3,27,"global",0.91358024691358,0.734394760614273,0.571318879855465,1
3,27,"scale x0.5",0.82716049382716,0.632655826558266,0.420641373080397,1
3,27,"scale x2",0.901234567901235,0.788414634146341,0.625564588979223,1
3,27,"perplexity",0.753086419753086,0.437127371273713,0.278748870822042,1
3,28,"global",0.878378378378378,0.71115883006294,0.582495372084413,1
3,28,"scale x0.5",0.743243243243243,0.666286560533136,0.321406886338393,1
3,28,"scale x2",0.864864864864865,0.88312476860422,0.668922621251388,1
3,28,"perplexity",0.743243243243243,0.351647537948908,0.196534616808589,1
3,29,"global",0.825396825396825,0.787874423963134,0.505616359447005,0
3,29,"scale x0.5",0.825396825396825,0.581557219662058,0.284034178187404,1
3,29,"scale x2",0.793650793650794,0.812019969278034,0.615255376344086,0
3,29,"perplexity",0.634920634920635,0.332901305683564,0.322388632872504,1
3,30,"global",0.819444444444444,0.69776191394945,0.399189658498939,1
3,30,"scale x0.5",0.652777777777778,0.50836066628079,0.335101935815808,1
3,30,"scale x2",0.819444444444444,0.845391986622934,0.626760563380282,1
3,30,"perplexity",0.694444444444444,0.278378030741527,0.327770274615731,1
3,31,"global",0.814285714285714,0.457020383168577,0.355751902720672,1
3,31,"scale x0.5",0.771428571428571,0.395748403464264,0.0809552969993876,1
3,31,"scale x2",0.685714285714286,0.586037966932027,0.291400577377307,0
3,31,"perplexity",0.742857142857143,0.157064123873677,0.193911293850057,1
3,32,"global",0.8125,0.486309523809524,0.458882783882784,1
3,32,"scale x0.5",0.875,0.68543956043956,0.465567765567766,1
3,32,"scale x2",0.75,0.609569597069597,0.674908424908425,1
3,32,"perplexity",0.75,0.315705128205128,0.0876373626373626,1
